"","sim","N"
"1703","Fokker-Planck equation (theory)",9994.53603985805
"1704","Fokker-Planck equation (theory)",10141.7005713171
"1705","Fokker-Planck equation (theory)",9975.75939112272
"1706","Fokker-Planck equation (theory)",10070.4813628995
"1707","Fokker-Planck equation (theory)",9951.21732332827
"1708","Fokker-Planck equation (theory)",10076.0409775101
"1709","Fokker-Planck equation (theory)",9925.6878718447
"1710","Fokker-Planck equation (theory)",9941.84050194707
"1711","Fokker-Planck equation (theory)",9944.26728696223
"1712","Fokker-Planck equation (theory)",10042.4150366911
"1713","Fokker-Planck equation (theory)",9898.92146305147
"1714","Fokker-Planck equation (theory)",10003.1679189139
"1715","Fokker-Planck equation (theory)",10196.4951727674
"1716","Fokker-Planck equation (theory)",9938.7081282847
"1717","Fokker-Planck equation (theory)",9822.73857125555
"1718","Fokker-Planck equation (theory)",10139.1513263873
"1719","Fokker-Planck equation (theory)",10112.5333656194
"1720","Fokker-Planck equation (theory)",9933.5054226425
"1721","Fokker-Planck equation (theory)",9877.13172224262
"1722","Fokker-Planck equation (theory)",10335.5222633574
"1723","Fokker-Planck equation (theory)",10119.5621424657
"1724","Fokker-Planck equation (theory)",9966.37212489677
"1725","Fokker-Planck equation (theory)",9923.05471024877
"1726","Fokker-Planck equation (theory)",10017.9225586647
"1727","Fokker-Planck equation (theory)",10050.0096134151
"1728","Fokker-Planck equation (theory)",10155.0826295873
"1729","Fokker-Planck equation (theory)",9942.56650958149
"1730","Fokker-Planck equation (theory)",10079.3291491614
"1731","Fokker-Planck equation (theory)",10117.467774098
"1732","Fokker-Planck equation (theory)",9919.39134201682
"1733","Fokker-Planck equation (theory)",9871.67040679298
"1734","Fokker-Planck equation (theory)",10115.3699940035
"1735","Fokker-Planck equation (theory)",10159.2324105652
"1736","Fokker-Planck equation (theory)",9951.71970588938
"1737","Fokker-Planck equation (theory)",9826.65120629193
"1738","Fokker-Planck equation (theory)",10044.9542084502
"1739","Fokker-Planck equation (theory)",9650.64246311977
"1740","Fokker-Planck equation (theory)",10046.845671352
"1741","Fokker-Planck equation (theory)",10119.9744089974
"1742","Fokker-Planck equation (theory)",10054.0951406577
"1743","Fokker-Planck equation (theory)",9644.52543076443
"1744","Fokker-Planck equation (theory)",10083.3435699409
"1745","Fokker-Planck equation (theory)",10131.877827673
"1746","Fokker-Planck equation (theory)",9888.86793836301
"1747","Fokker-Planck equation (theory)",10123.2114208888
"1748","Fokker-Planck equation (theory)",9986.53264178403
"1749","Fokker-Planck equation (theory)",9908.17960372168
"1750","Fokker-Planck equation (theory)",10063.7635567934
"1751","Fokker-Planck equation (theory)",9967.1470592958
"1752","Fokker-Planck equation (theory)",10025.7816910946
"1753","Fokker-Planck equation (theory)",10111.2966290763
"1754","Fokker-Planck equation (theory)",10205.591974914
"1755","Fokker-Planck equation (theory)",10211.8898812882
"1756","Fokker-Planck equation (theory)",10073.7154825101
"1757","Fokker-Planck equation (theory)",10024.4380744588
"1758","Fokker-Planck equation (theory)",9841.96985146759
"1759","Fokker-Planck equation (theory)",10069.2958574801
"1760","Fokker-Planck equation (theory)",10079.3688746236
"1761","Fokker-Planck equation (theory)",10063.841830628
"1762","Fokker-Planck equation (theory)",10051.9761573161
"1763","Fokker-Planck equation (theory)",9916.20810919271
"1764","Fokker-Planck equation (theory)",9865.8095872311
"1765","Fokker-Planck equation (theory)",10180.3972116119
"1766","Fokker-Planck equation (theory)",9930.96943077135
"1767","Fokker-Planck equation (theory)",10223.5035735998
"1768","Fokker-Planck equation (theory)",10050.6622472229
"1769","Fokker-Planck equation (theory)",10036.4278380203
"1770","Fokker-Planck equation (theory)",9885.62607594856
"1771","Fokker-Planck equation (theory)",10191.7365669331
"1772","Fokker-Planck equation (theory)",10164.6527413762
"1773","Fokker-Planck equation (theory)",9899.6509007652
"1774","Fokker-Planck equation (theory)",10140.5339008104
"1775","Fokker-Planck equation (theory)",10292.1351797684
"1776","Fokker-Planck equation (theory)",9772.09347340624
"1777","Fokker-Planck equation (theory)",10159.2196635047
"1778","Fokker-Planck equation (theory)",9712.69766097822
"1779","Fokker-Planck equation (theory)",10135.8132305019
"1780","Fokker-Planck equation (theory)",10028.4310538104
"1781","Fokker-Planck equation (theory)",9989.93263204632
"1782","Fokker-Planck equation (theory)",9941.16841326058
"1783","Fokker-Planck equation (theory)",10192.5373989171
"1784","Fokker-Planck equation (theory)",10080.8679396608
"1785","Fokker-Planck equation (theory)",9871.34795305121
"1786","Fokker-Planck equation (theory)",10120.9874818282
"1787","Fokker-Planck equation (theory)",10282.1271415605
"1788","Fokker-Planck equation (theory)",9957.66008423111
"1789","Fokker-Planck equation (theory)",9925.76245189557
"1790","Fokker-Planck equation (theory)",10021.3455698282
"1791","Fokker-Planck equation (theory)",10016.6468395213
"1792","Fokker-Planck equation (theory)",10129.7189030289
"1793","Fokker-Planck equation (theory)",10156.3847462071
"1794","Fokker-Planck equation (theory)",10137.7112351927
"1795","Fokker-Planck equation (theory)",9881.0178332439
"1796","Fokker-Planck equation (theory)",9816.29365941955
"1797","Fokker-Planck equation (theory)",9913.23875249497
"1798","Fokker-Planck equation (theory)",10263.7387023004
"1799","Fokker-Planck equation (theory)",10200.354950199
"1800","Fokker-Planck equation (theory)",9840.04396389983
"1801","Fokker-Planck equation (theory)",9588.44011783318
"1802","Fokker-Planck equation (theory)",9866.95358622554
"1803","Fokker-Planck equation (theory)",10010.2544633892
"1804","Fokker-Planck equation (theory)",9977.77020341542
"1805","Fokker-Planck equation (theory)",9809.68704236361
"1806","Fokker-Planck equation (theory)",9800.28178195608
"1807","Fokker-Planck equation (theory)",9904.90666600503
"1808","Fokker-Planck equation (theory)",9961.3180878574
"1809","Fokker-Planck equation (theory)",10032.761520597
"1810","Fokker-Planck equation (theory)",9966.33671929625
"1811","Fokker-Planck equation (theory)",9895.40724718904
"1812","Fokker-Planck equation (theory)",9902.59258885261
"1813","Fokker-Planck equation (theory)",10057.835778481
"1814","Fokker-Planck equation (theory)",10136.1361008853
"1815","Fokker-Planck equation (theory)",9725.44848775126
"1816","Fokker-Planck equation (theory)",10109.045840807
"1817","Fokker-Planck equation (theory)",10220.612129904
"1818","Fokker-Planck equation (theory)",10022.8558860579
"1819","Fokker-Planck equation (theory)",10017.9215294172
"1820","Fokker-Planck equation (theory)",10226.7394211196
"1821","Fokker-Planck equation (theory)",10069.2164250446
"1822","Fokker-Planck equation (theory)",10111.1241341209
"1823","Fokker-Planck equation (theory)",9910.79958344124
"1824","Fokker-Planck equation (theory)",9818.21633303084
"1825","Fokker-Planck equation (theory)",9905.26755592304
"1826","Fokker-Planck equation (theory)",9986.70318711474
"1827","Fokker-Planck equation (theory)",9866.39635909638
"1828","Fokker-Planck equation (theory)",10006.2507070604
"1829","Fokker-Planck equation (theory)",10246.7801059914
"1830","Fokker-Planck equation (theory)",10011.7204787296
"1831","Fokker-Planck equation (theory)",9936.50026994625
"1832","Fokker-Planck equation (theory)",10070.6033063998
"1833","Fokker-Planck equation (theory)",9931.55391157089
"1834","Fokker-Planck equation (theory)",9791.75500995858
"1835","Fokker-Planck equation (theory)",9776.18944603023
"1836","Fokker-Planck equation (theory)",10299.3307832453
"1837","Fokker-Planck equation (theory)",9747.27336609654
"1838","Fokker-Planck equation (theory)",9831.41510547868
"1839","Fokker-Planck equation (theory)",10032.5874189077
"1840","Fokker-Planck equation (theory)",9867.62922892765
"1841","Fokker-Planck equation (theory)",9608.62152365337
"1842","Fokker-Planck equation (theory)",9916.74822824661
"1843","Fokker-Planck equation (theory)",10239.4198985667
"1844","Fokker-Planck equation (theory)",10110.3571183751
"1845","Fokker-Planck equation (theory)",9925.40867648436
"1846","Fokker-Planck equation (theory)",10028.481556216
"1847","Fokker-Planck equation (theory)",9969.88923790289
"1848","Fokker-Planck equation (theory)",10353.6985197775
"1849","Fokker-Planck equation (theory)",10175.1443369091
"1850","Fokker-Planck equation (theory)",10259.2261484668
"1851","Fokker-Planck equation (theory)",9956.68749319234
"1852","Fokker-Planck equation (theory)",9836.55250314566
"1853","Fokker-Planck equation (theory)",9854.9360570839
"1854","Fokker-Planck equation (theory)",10421.3997747835
"1855","Fokker-Planck equation (theory)",9844.76087568324
"1856","Fokker-Planck equation (theory)",9992.26434883737
"1857","Fokker-Planck equation (theory)",9806.87403833325
"1858","Fokker-Planck equation (theory)",10297.5052317081
"1859","Fokker-Planck equation (theory)",10036.3078867183
"1860","Fokker-Planck equation (theory)",9935.89932472123
"1861","Fokker-Planck equation (theory)",9884.6043067462
"1862","Fokker-Planck equation (theory)",9869.37991058909
"1863","Fokker-Planck equation (theory)",10214.8539716604
"1864","Fokker-Planck equation (theory)",10205.6825545072
"1865","Fokker-Planck equation (theory)",9984.92309692177
"1866","Fokker-Planck equation (theory)",10020.1532422635
"1867","Fokker-Planck equation (theory)",9732.09524495711
"1868","Fokker-Planck equation (theory)",9797.64585057397
"1869","Fokker-Planck equation (theory)",10129.9984894747
"1870","Fokker-Planck equation (theory)",9816.04033050759
"1871","Fokker-Planck equation (theory)",9894.86398395218
"1872","Fokker-Planck equation (theory)",10091.7737580606
"1873","Fokker-Planck equation (theory)",10135.4101942299
"1874","Fokker-Planck equation (theory)",10198.5073929333
"1875","Fokker-Planck equation (theory)",9958.26164490338
"1876","Fokker-Planck equation (theory)",10118.6208671724
"1877","Fokker-Planck equation (theory)",9932.30424164827
"1878","Fokker-Planck equation (theory)",10210.7756561537
"1879","Fokker-Planck equation (theory)",10137.2438706989
"1880","Fokker-Planck equation (theory)",10102.6467796235
"1881","Fokker-Planck equation (theory)",9987.29696781562
"1882","Fokker-Planck equation (theory)",9873.29040976077
"1883","Fokker-Planck equation (theory)",9852.5810373673
"1884","Fokker-Planck equation (theory)",9795.02243879275
"1885","Fokker-Planck equation (theory)",10169.3064987783
"1886","Fokker-Planck equation (theory)",9704.75763050623
"1887","Fokker-Planck equation (theory)",9836.2436660788
"1888","Fokker-Planck equation (theory)",9891.1277343583
"1889","Fokker-Planck equation (theory)",9899.06176120889
"1890","Fokker-Planck equation (theory)",9938.60685564722
"1891","Fokker-Planck equation (theory)",9724.81143653052
"1892","Fokker-Planck equation (theory)",9939.61698387014
"1893","Fokker-Planck equation (theory)",9918.81892166618
"1894","Fokker-Planck equation (theory)",9916.37213311787
"1895","Fokker-Planck equation (theory)",10154.4487881936
"1896","Fokker-Planck equation (theory)",9929.2440777118
"1897","Fokker-Planck equation (theory)",9828.21368005069
"1898","Fokker-Planck equation (theory)",10019.6090305022
"1899","Fokker-Planck equation (theory)",9901.9320447132
"1900","Fokker-Planck equation (theory)",10044.1228138621
"1901","Fokker-Planck equation (theory)",9956.49788204899
"1902","Fokker-Planck equation (theory)",10265.5816239675
"1903","Fokker-Planck equation (theory)",9773.2975749034
"1904","Fokker-Planck equation (theory)",10071.4544401585
"1905","Fokker-Planck equation (theory)",10112.9916911278
"1906","Fokker-Planck equation (theory)",9816.33603138878
"1907","Fokker-Planck equation (theory)",10102.4854753263
"1908","Fokker-Planck equation (theory)",10051.726764056
"1909","Fokker-Planck equation (theory)",10008.3068162006
"1910","Fokker-Planck equation (theory)",9886.9761835613
"1911","Fokker-Planck equation (theory)",10084.102976396
"1912","Fokker-Planck equation (theory)",9984.70068977408
"1913","Fokker-Planck equation (theory)",10090.2189823803
"1914","Fokker-Planck equation (theory)",9910.27519453569
"1915","Fokker-Planck equation (theory)",9698.28104568957
"1916","Fokker-Planck equation (theory)",10063.7798241985
"1917","Fokker-Planck equation (theory)",9922.46518744332
"1918","Fokker-Planck equation (theory)",10097.8789784608
"1919","Fokker-Planck equation (theory)",9958.37790784911
"1920","Fokker-Planck equation (theory)",10192.5416389776
"1921","Fokker-Planck equation (theory)",10038.3106310708
"1922","Fokker-Planck equation (theory)",10017.4493048912
"1923","Fokker-Planck equation (theory)",9957.85520623858
"1924","Fokker-Planck equation (theory)",10082.5521206715
"1925","Fokker-Planck equation (theory)",9873.61206361649
"1926","Fokker-Planck equation (theory)",10073.5521696064
"1927","Fokker-Planck equation (theory)",9822.17760658053
"1928","Fokker-Planck equation (theory)",9871.84926176375
"1929","Fokker-Planck equation (theory)",9758.4012480641
"1930","Fokker-Planck equation (theory)",10209.3537076522
"1931","Fokker-Planck equation (theory)",10068.5672434257
"1932","Fokker-Planck equation (theory)",10122.9446365641
"1933","Fokker-Planck equation (theory)",9970.52433043194
"1934","Fokker-Planck equation (theory)",9976.75765775452
"1935","Fokker-Planck equation (theory)",9801.89582243766
"1936","Fokker-Planck equation (theory)",10008.1877484626
"1937","Fokker-Planck equation (theory)",9736.69127165725
"1938","Fokker-Planck equation (theory)",9858.80594989581
"1939","Fokker-Planck equation (theory)",9821.83548795203
"1940","Fokker-Planck equation (theory)",9977.63736504608
"1941","Fokker-Planck equation (theory)",9973.5470838932
"1942","Fokker-Planck equation (theory)",9970.53381314781
"1943","Fokker-Planck equation (theory)",9970.56715588179
"1944","Fokker-Planck equation (theory)",10112.7626572381
"1945","Fokker-Planck equation (theory)",10062.2970744304
"1946","Fokker-Planck equation (theory)",10146.6346731777
"1947","Fokker-Planck equation (theory)",9999.5936458582
"1948","Fokker-Planck equation (theory)",9710.10720529548
"1949","Fokker-Planck equation (theory)",10108.0670508321
"1950","Fokker-Planck equation (theory)",9803.79674402394
"1951","Fokker-Planck equation (theory)",9881.12896851903
"1952","Fokker-Planck equation (theory)",10295.2469567946
"1953","Fokker-Planck equation (theory)",10127.2200586105
"1954","Fokker-Planck equation (theory)",10150.4485540314
"1955","Fokker-Planck equation (theory)",9735.75756851005
"1956","Fokker-Planck equation (theory)",9923.14937427562
"1957","Fokker-Planck equation (theory)",10273.3050898664
"1958","Fokker-Planck equation (theory)",9954.27302681808
"1959","Fokker-Planck equation (theory)",9960.79078082883
"1960","Fokker-Planck equation (theory)",10114.9852945818
"1961","Fokker-Planck equation (theory)",9940.86391361932
"1962","Fokker-Planck equation (theory)",10187.4450449896
"1963","Fokker-Planck equation (theory)",10017.4475138887
"1964","Fokker-Planck equation (theory)",9656.7775989984
"1965","Fokker-Planck equation (theory)",10075.7387214306
"1966","Fokker-Planck equation (theory)",9995.96082326543
"1967","Fokker-Planck equation (theory)",9937.3763867066
"1968","Fokker-Planck equation (theory)",9968.81807231319
"1969","Fokker-Planck equation (theory)",10188.5004204084
"1970","Fokker-Planck equation (theory)",9781.83203044538
"1971","Fokker-Planck equation (theory)",9963.33526237241
"1972","Fokker-Planck equation (theory)",9897.60660810092
"1973","Fokker-Planck equation (theory)",9880.91521886884
"1974","Fokker-Planck equation (theory)",10040.0393931043
"1975","Fokker-Planck equation (theory)",9815.43007694082
"1976","Fokker-Planck equation (theory)",10286.2142840047
"1977","Fokker-Planck equation (theory)",9868.62674736977
"1978","Fokker-Planck equation (theory)",10161.2837089543
"1979","Fokker-Planck equation (theory)",9749.57288954623
"1980","Fokker-Planck equation (theory)",9991.16813470559
"1981","Fokker-Planck equation (theory)",9592.72137543576
"1982","Fokker-Planck equation (theory)",10195.2911981043
"1983","Fokker-Planck equation (theory)",9897.31386102077
"1984","Fokker-Planck equation (theory)",10053.3653463386
"1985","Fokker-Planck equation (theory)",9776.32117022105
"1986","Fokker-Planck equation (theory)",10106.5238443229
"1987","Fokker-Planck equation (theory)",9819.85753818994
"1988","Fokker-Planck equation (theory)",10066.0785824399
"1989","Fokker-Planck equation (theory)",9925.19747876834
"1990","Fokker-Planck equation (theory)",9802.97722293353
"1991","Fokker-Planck equation (theory)",10106.8642847205
"1992","Fokker-Planck equation (theory)",9835.96876118325
"1993","Fokker-Planck equation (theory)",10005.3688868808
"1994","Fokker-Planck equation (theory)",10024.7954802146
"1995","Fokker-Planck equation (theory)",10057.6780586788
"1996","Fokker-Planck equation (theory)",10133.432517893
"1997","Fokker-Planck equation (theory)",9852.30742708741
"1998","Fokker-Planck equation (theory)",9872.39038148776
"1999","Fokker-Planck equation (theory)",10303.4781914656
"2000","Fokker-Planck equation (theory)",10108.1547222881
"2001","Weak Noise Approximation (theory)",9759.32936213566
"2002","Weak Noise Approximation (theory)",10032.1872093667
"2003","Weak Noise Approximation (theory)",10075.9087431018
"2004","Weak Noise Approximation (theory)",9988.90168853046
"2005","Weak Noise Approximation (theory)",9808.56969009448
"2006","Weak Noise Approximation (theory)",9987.82108793444
"2007","Weak Noise Approximation (theory)",10088.2000101328
"2008","Weak Noise Approximation (theory)",10118.2163645252
"2009","Weak Noise Approximation (theory)",9949.44798917428
"2010","Weak Noise Approximation (theory)",10093.2512609571
"2011","Weak Noise Approximation (theory)",10349.8319305733
"2012","Weak Noise Approximation (theory)",9988.19241114709
"2013","Weak Noise Approximation (theory)",9939.07509204879
"2014","Weak Noise Approximation (theory)",9825.01506961159
"2015","Weak Noise Approximation (theory)",9818.16392251533
"2016","Weak Noise Approximation (theory)",9779.12584044866
"2017","Weak Noise Approximation (theory)",9832.0525438269
"2018","Weak Noise Approximation (theory)",9773.03625459796
"2019","Weak Noise Approximation (theory)",10285.8386547079
"2020","Weak Noise Approximation (theory)",10234.0707760615
"2021","Weak Noise Approximation (theory)",10033.6709844034
"2022","Weak Noise Approximation (theory)",9959.86243389834
"2023","Weak Noise Approximation (theory)",10290.13600065
"2024","Weak Noise Approximation (theory)",10101.8678135291
"2025","Weak Noise Approximation (theory)",9986.04374605317
"2026","Weak Noise Approximation (theory)",10085.4924412647
"2027","Weak Noise Approximation (theory)",10045.5904616605
"2028","Weak Noise Approximation (theory)",10021.844739326
"2029","Weak Noise Approximation (theory)",9781.08113034062
"2030","Weak Noise Approximation (theory)",9810.24018237881
"2031","Weak Noise Approximation (theory)",10275.7641682104
"2032","Weak Noise Approximation (theory)",9799.63994378333
"2033","Weak Noise Approximation (theory)",9740.01530485535
"2034","Weak Noise Approximation (theory)",10009.1040294981
"2035","Weak Noise Approximation (theory)",9948.10997719401
"2036","Weak Noise Approximation (theory)",10179.6627538877
"2037","Weak Noise Approximation (theory)",10158.8891107854
"2038","Weak Noise Approximation (theory)",10184.8257718562
"2039","Weak Noise Approximation (theory)",9752.75480035537
"2040","Weak Noise Approximation (theory)",10036.8310088349
"2041","Weak Noise Approximation (theory)",9979.52992130359
"2042","Weak Noise Approximation (theory)",9815.59375805165
"2043","Weak Noise Approximation (theory)",9810.89958957882
"2044","Weak Noise Approximation (theory)",10281.5426684053
"2045","Weak Noise Approximation (theory)",10014.6523117764
"2046","Weak Noise Approximation (theory)",10142.6313450066
"2047","Weak Noise Approximation (theory)",10032.8675401215
"2048","Weak Noise Approximation (theory)",10130.409288323
"2049","Weak Noise Approximation (theory)",9690.0732393184
"2050","Weak Noise Approximation (theory)",9864.88764566168
"2051","Weak Noise Approximation (theory)",9995.22855348219
"2052","Weak Noise Approximation (theory)",9929.32154196002
"2053","Weak Noise Approximation (theory)",9798.88327238992
"2054","Weak Noise Approximation (theory)",10019.0055956151
"2055","Weak Noise Approximation (theory)",10028.9944670111
"2056","Weak Noise Approximation (theory)",9846.66344073975
"2057","Weak Noise Approximation (theory)",9975.59956811649
"2058","Weak Noise Approximation (theory)",9821.03703142586
"2059","Weak Noise Approximation (theory)",9706.12138701134
"2060","Weak Noise Approximation (theory)",10070.9744758238
"2061","Weak Noise Approximation (theory)",9787.97683693206
"2062","Weak Noise Approximation (theory)",9879.0330551652
"2063","Weak Noise Approximation (theory)",10110.7023750376
"2064","Weak Noise Approximation (theory)",10118.8404496815
"2065","Weak Noise Approximation (theory)",9805.99402334501
"2066","Weak Noise Approximation (theory)",10163.6945431501
"2067","Weak Noise Approximation (theory)",9943.22398746684
"2068","Weak Noise Approximation (theory)",10180.4127479351
"2069","Weak Noise Approximation (theory)",9700.28827098498
"2070","Weak Noise Approximation (theory)",9999.30986824925
"2071","Weak Noise Approximation (theory)",9876.41291473674
"2072","Weak Noise Approximation (theory)",9941.1183449673
"2073","Weak Noise Approximation (theory)",10116.805865832
"2074","Weak Noise Approximation (theory)",9870.61048022006
"2075","Weak Noise Approximation (theory)",10025.8293758191
"2076","Weak Noise Approximation (theory)",9983.61097596699
"2077","Weak Noise Approximation (theory)",9790.66336598486
"2078","Weak Noise Approximation (theory)",9965.12543652122
"2079","Weak Noise Approximation (theory)",10100.5864156779
"2080","Weak Noise Approximation (theory)",9996.87823861288
"2081","Weak Noise Approximation (theory)",9887.36185149891
"2082","Weak Noise Approximation (theory)",9778.05995196866
"2083","Weak Noise Approximation (theory)",9942.30371768742
"2084","Weak Noise Approximation (theory)",9986.95573911324
"2085","Weak Noise Approximation (theory)",9810.45103224226
"2086","Weak Noise Approximation (theory)",10177.5851591932
"2087","Weak Noise Approximation (theory)",9884.39321775035
"2088","Weak Noise Approximation (theory)",10154.2707071969
"2089","Weak Noise Approximation (theory)",9901.54653527056
"2090","Weak Noise Approximation (theory)",9898.40547375317
"2091","Weak Noise Approximation (theory)",9926.27088577889
"2092","Weak Noise Approximation (theory)",10249.7376458279
"2093","Weak Noise Approximation (theory)",10018.9153805744
"2094","Weak Noise Approximation (theory)",9870.47564938941
"2095","Weak Noise Approximation (theory)",10015.8238035625
"2096","Weak Noise Approximation (theory)",9953.54197753508
"2097","Weak Noise Approximation (theory)",9907.0897251763
"2098","Weak Noise Approximation (theory)",10093.5185445985
"2099","Weak Noise Approximation (theory)",10083.0405348127
"2100","Weak Noise Approximation (theory)",9704.18270973079
"2101","Weak Noise Approximation (theory)",9998.62750217028
"2102","Weak Noise Approximation (theory)",9864.59363570843
"2103","Weak Noise Approximation (theory)",9921.7935720335
"2104","Weak Noise Approximation (theory)",10208.6214869519
"2105","Weak Noise Approximation (theory)",10066.9411149105
"2106","Weak Noise Approximation (theory)",10103.2152231323
"2107","Weak Noise Approximation (theory)",9946.61303606433
"2108","Weak Noise Approximation (theory)",9753.57075460044
"2109","Weak Noise Approximation (theory)",9994.68072284051
"2110","Weak Noise Approximation (theory)",9985.71628843418
"2111","Weak Noise Approximation (theory)",10113.2549922695
"2112","Weak Noise Approximation (theory)",10014.8529993946
"2113","Weak Noise Approximation (theory)",9902.8431908179
"2114","Weak Noise Approximation (theory)",9752.45846722406
"2115","Weak Noise Approximation (theory)",10054.017991653
"2116","Weak Noise Approximation (theory)",10140.7418757548
"2117","Weak Noise Approximation (theory)",10015.073855103
"2118","Weak Noise Approximation (theory)",10181.9765737451
"2119","Weak Noise Approximation (theory)",10102.3776546231
"2120","Weak Noise Approximation (theory)",10079.924293064
"2121","Weak Noise Approximation (theory)",10043.0928418231
"2122","Weak Noise Approximation (theory)",9928.99737465823
"2123","Weak Noise Approximation (theory)",9995.76030674719
"2124","Weak Noise Approximation (theory)",9811.94374486248
"2125","Weak Noise Approximation (theory)",9995.99012136666
"2126","Weak Noise Approximation (theory)",10145.5773619881
"2127","Weak Noise Approximation (theory)",9780.37273214964
"2128","Weak Noise Approximation (theory)",9854.14654624952
"2129","Weak Noise Approximation (theory)",9976.28022944971
"2130","Weak Noise Approximation (theory)",10069.2908007379
"2131","Weak Noise Approximation (theory)",9926.84506154967
"2132","Weak Noise Approximation (theory)",9973.04037947622
"2133","Weak Noise Approximation (theory)",10014.427663553
"2134","Weak Noise Approximation (theory)",10120.9997503782
"2135","Weak Noise Approximation (theory)",10255.6941097824
"2136","Weak Noise Approximation (theory)",9930.42435446561
"2137","Weak Noise Approximation (theory)",9996.09936365968
"2138","Weak Noise Approximation (theory)",9985.11384475135
"2139","Weak Noise Approximation (theory)",9898.98524077328
"2140","Weak Noise Approximation (theory)",9823.4820108807
"2141","Weak Noise Approximation (theory)",10256.6586157288
"2142","Weak Noise Approximation (theory)",10016.3465981437
"2143","Weak Noise Approximation (theory)",9947.61984437376
"2144","Weak Noise Approximation (theory)",10043.1591103802
"2145","Weak Noise Approximation (theory)",9982.06802442711
"2146","Weak Noise Approximation (theory)",9960.19732721648
"2147","Weak Noise Approximation (theory)",9976.87313060662
"2148","Weak Noise Approximation (theory)",9951.74940188439
"2149","Weak Noise Approximation (theory)",9885.20684729471
"2150","Weak Noise Approximation (theory)",9883.36679436708
"2151","Weak Noise Approximation (theory)",10258.3637799148
"2152","Weak Noise Approximation (theory)",9936.73252280001
"2153","Weak Noise Approximation (theory)",9944.97523891108
"2154","Weak Noise Approximation (theory)",10020.3394014737
"2155","Weak Noise Approximation (theory)",9582.20215960887
"2156","Weak Noise Approximation (theory)",10193.7005934115
"2157","Weak Noise Approximation (theory)",9918.45930715843
"2158","Weak Noise Approximation (theory)",10084.020830035
"2159","Weak Noise Approximation (theory)",10022.1764719088
"2160","Weak Noise Approximation (theory)",9873.08626560264
"2161","Weak Noise Approximation (theory)",9939.44798371675
"2162","Weak Noise Approximation (theory)",9808.2234380798
"2163","Weak Noise Approximation (theory)",9889.79573694615
"2164","Weak Noise Approximation (theory)",9911.98848478378
"2165","Weak Noise Approximation (theory)",9973.58738363778
"2166","Weak Noise Approximation (theory)",9900.18420915884
"2167","Weak Noise Approximation (theory)",9759.40641966219
"2168","Weak Noise Approximation (theory)",10022.3212224659
"2169","Weak Noise Approximation (theory)",10101.6506829828
"2170","Weak Noise Approximation (theory)",10075.0013214389
"2171","Weak Noise Approximation (theory)",10020.8375849019
"2172","Weak Noise Approximation (theory)",9886.91516561892
"2173","Weak Noise Approximation (theory)",10131.5408229295
"2174","Weak Noise Approximation (theory)",10106.9933394732
"2175","Weak Noise Approximation (theory)",9925.58574962916
"2176","Weak Noise Approximation (theory)",10007.6619576849
"2177","Weak Noise Approximation (theory)",9675.18306407153
"2178","Weak Noise Approximation (theory)",9970.57892719127
"2179","Weak Noise Approximation (theory)",9972.18974294071
"2180","Weak Noise Approximation (theory)",10017.0335681502
"2181","Weak Noise Approximation (theory)",10079.4156594455
"2182","Weak Noise Approximation (theory)",10171.350714776
"2183","Weak Noise Approximation (theory)",10152.0051861657
"2184","Weak Noise Approximation (theory)",9983.06714197154
"2185","Weak Noise Approximation (theory)",10031.1403832321
"2186","Weak Noise Approximation (theory)",9987.50320161069
"2187","Weak Noise Approximation (theory)",10047.4679039003
"2188","Weak Noise Approximation (theory)",9959.1896364591
"2189","Weak Noise Approximation (theory)",9922.23403377131
"2190","Weak Noise Approximation (theory)",9853.68891904512
"2191","Weak Noise Approximation (theory)",10093.6324446333
"2192","Weak Noise Approximation (theory)",9865.90159618135
"2193","Weak Noise Approximation (theory)",10022.2688295828
"2194","Weak Noise Approximation (theory)",10318.8127409583
"2195","Weak Noise Approximation (theory)",10070.4251936058
"2196","Weak Noise Approximation (theory)",9898.05628796269
"2197","Weak Noise Approximation (theory)",9725.35521835352
"2198","Weak Noise Approximation (theory)",10105.0435563957
"2199","Weak Noise Approximation (theory)",10013.17919227
"2200","Weak Noise Approximation (theory)",9969.13538662171
"2201","Weak Noise Approximation (theory)",10232.1484421068
"2202","Weak Noise Approximation (theory)",9922.74801654424
"2203","Weak Noise Approximation (theory)",10007.5632911398
"2204","Weak Noise Approximation (theory)",9975.91483575338
"2205","Weak Noise Approximation (theory)",10173.7104086119
"2206","Weak Noise Approximation (theory)",9808.19082495675
"2207","Weak Noise Approximation (theory)",9914.07719726249
"2208","Weak Noise Approximation (theory)",9991.30074078053
"2209","Weak Noise Approximation (theory)",9941.9716880068
"2210","Weak Noise Approximation (theory)",10102.9181277553
"2211","Weak Noise Approximation (theory)",10111.6072886747
"2212","Weak Noise Approximation (theory)",10161.5930239941
"2213","Weak Noise Approximation (theory)",9876.32046429793
"2214","Weak Noise Approximation (theory)",9859.26970538742
"2215","Weak Noise Approximation (theory)",9972.17164777295
"2216","Weak Noise Approximation (theory)",10031.8651867731
"2217","Weak Noise Approximation (theory)",9929.05514954158
"2218","Weak Noise Approximation (theory)",9997.17626763136
"2219","Weak Noise Approximation (theory)",10028.1703435861
"2220","Weak Noise Approximation (theory)",10233.8528886541
"2221","Weak Noise Approximation (theory)",10094.9653738229
