"","sim","N"
"2313","Weak Noise Approximation (theory)",535.662567466185
"2314","Weak Noise Approximation (theory)",443.085237806317
"2315","Weak Noise Approximation (theory)",513.115855962504
"2316","Weak Noise Approximation (theory)",457.927824459305
"2317","Weak Noise Approximation (theory)",523.821297467647
"2318","Weak Noise Approximation (theory)",527.057612033573
"2319","Weak Noise Approximation (theory)",504.541713852355
"2320","Weak Noise Approximation (theory)",436.802551141736
"2321","Weak Noise Approximation (theory)",529.127816381106
"2322","Weak Noise Approximation (theory)",509.923469863444
"2323","Weak Noise Approximation (theory)",494.472470418616
"2324","Weak Noise Approximation (theory)",510.689875527932
"2325","Weak Noise Approximation (theory)",500.32107644925
"2326","Weak Noise Approximation (theory)",505.627052310009
"2327","Weak Noise Approximation (theory)",443.617916636399
"2328","Weak Noise Approximation (theory)",505.302286535754
"2329","Weak Noise Approximation (theory)",520.866189110923
"2330","Weak Noise Approximation (theory)",463.556675733332
"2331","Weak Noise Approximation (theory)",505.030652516588
"2332","Weak Noise Approximation (theory)",509.363914890214
"2333","Weak Noise Approximation (theory)",508.15830499111
"2334","Weak Noise Approximation (theory)",549.248334511119
"2335","Weak Noise Approximation (theory)",519.51563162365
"2336","Weak Noise Approximation (theory)",512.992412651354
"2337","Weak Noise Approximation (theory)",455.10836172567
"2338","Weak Noise Approximation (theory)",462.697841554487
"2339","Weak Noise Approximation (theory)",495.403404128659
"2340","Weak Noise Approximation (theory)",526.579238999483
"2341","Weak Noise Approximation (theory)",497.834468884125
"2342","Weak Noise Approximation (theory)",553.050885881227
"2343","Weak Noise Approximation (theory)",495.107343328718
"2344","Weak Noise Approximation (theory)",521.285788109164
"2345","Weak Noise Approximation (theory)",480.511393817083
"2346","Weak Noise Approximation (theory)",536.865924572885
"2347","Weak Noise Approximation (theory)",506.152903793833
"2348","Weak Noise Approximation (theory)",481.114193987376
"2349","Weak Noise Approximation (theory)",471.191979122369
"2350","Weak Noise Approximation (theory)",510.593325505546
"2351","Weak Noise Approximation (theory)",520.608868324171
"2352","Weak Noise Approximation (theory)",480.858946183757
"2353","Weak Noise Approximation (theory)",552.351687325963
"2354","Weak Noise Approximation (theory)",532.290453576373
"2355","Weak Noise Approximation (theory)",474.802957173345
"2356","Weak Noise Approximation (theory)",393.810354411385
"2357","Weak Noise Approximation (theory)",487.25669369927
"2358","Weak Noise Approximation (theory)",583.106012345622
"2359","Weak Noise Approximation (theory)",486.113026010445
"2360","Weak Noise Approximation (theory)",540.102239118258
"2361","Weak Noise Approximation (theory)",460.985859507906
"2362","Weak Noise Approximation (theory)",519.638972567978
"2363","Weak Noise Approximation (theory)",477.769257867824
"2364","Weak Noise Approximation (theory)",474.906447875183
"2365","Weak Noise Approximation (theory)",490.897948133626
"2366","Weak Noise Approximation (theory)",516.35119930139
"2367","Weak Noise Approximation (theory)",515.41316826249
"2368","Weak Noise Approximation (theory)",559.881153621323
"2369","Weak Noise Approximation (theory)",564.606572760179
"2370","Weak Noise Approximation (theory)",514.20708156054
"2371","Weak Noise Approximation (theory)",498.439852325071
"2372","Weak Noise Approximation (theory)",522.816584674726
"2373","Weak Noise Approximation (theory)",531.664063142158
"2374","Weak Noise Approximation (theory)",464.899447510572
"2375","Weak Noise Approximation (theory)",467.96818320435
"2376","Weak Noise Approximation (theory)",529.583455821876
"2377","Weak Noise Approximation (theory)",482.437214687293
"2378","Weak Noise Approximation (theory)",556.870218351789
"2379","Weak Noise Approximation (theory)",485.261639363594
"2380","Weak Noise Approximation (theory)",454.014609981569
"2381","Weak Noise Approximation (theory)",439.44761376483
"2382","Weak Noise Approximation (theory)",517.451731859903
"2383","Weak Noise Approximation (theory)",486.324286082855
"2384","Weak Noise Approximation (theory)",444.183447061965
"2385","Weak Noise Approximation (theory)",547.225574170544
"2386","Weak Noise Approximation (theory)",438.717023984001
"2387","Weak Noise Approximation (theory)",460.668897531585
"2388","Weak Noise Approximation (theory)",454.050415663562
"2389","Weak Noise Approximation (theory)",493.756103560083
"2390","Weak Noise Approximation (theory)",449.444784069614
"2391","Weak Noise Approximation (theory)",530.301531915898
"2392","Weak Noise Approximation (theory)",517.076625533367
"2393","Weak Noise Approximation (theory)",488.028108236358
"2394","Weak Noise Approximation (theory)",563.218120399539
"2395","Weak Noise Approximation (theory)",485.584200034631
"2396","Weak Noise Approximation (theory)",501.952131936277
"2397","Weak Noise Approximation (theory)",519.430154691776
"2398","Weak Noise Approximation (theory)",484.783351317288
"2399","Weak Noise Approximation (theory)",530.135502505124
"2400","Weak Noise Approximation (theory)",501.849781036106
"2401","Weak Noise Approximation (theory)",459.174716663242
"2402","Weak Noise Approximation (theory)",486.504976153514
"2403","Weak Noise Approximation (theory)",492.117392591276
"2404","Weak Noise Approximation (theory)",488.902165223837
"2405","Weak Noise Approximation (theory)",499.085018888999
"2406","Weak Noise Approximation (theory)",427.732419192993
"2407","Weak Noise Approximation (theory)",487.482931251561
"2408","Weak Noise Approximation (theory)",521.912107727383
"2409","Weak Noise Approximation (theory)",519.901968770127
"2410","Weak Noise Approximation (theory)",491.281014824578
"2411","Weak Noise Approximation (theory)",513.688805271781
"2412","Weak Noise Approximation (theory)",507.497433981433
"2413","Weak Noise Approximation (theory)",462.244569755753
"2414","Weak Noise Approximation (theory)",533.100694438946
"2415","Weak Noise Approximation (theory)",500.698861456452
"2416","Weak Noise Approximation (theory)",480.191327674432
"2417","Weak Noise Approximation (theory)",513.27165787808
"2418","Weak Noise Approximation (theory)",551.566343590526
"2419","Weak Noise Approximation (theory)",470.431759914065
"2420","Weak Noise Approximation (theory)",514.999621724977
"2421","Weak Noise Approximation (theory)",506.599131568202
"2422","Weak Noise Approximation (theory)",489.679520836572
"2423","Weak Noise Approximation (theory)",437.597992985424
"2424","Weak Noise Approximation (theory)",495.538231185071
"2425","Weak Noise Approximation (theory)",421.733712994271
"2426","Weak Noise Approximation (theory)",475.024636999187
"2427","Weak Noise Approximation (theory)",559.477743722616
"2428","Weak Noise Approximation (theory)",539.251332881756
"2429","Weak Noise Approximation (theory)",467.806690963069
"2430","Weak Noise Approximation (theory)",508.323738738312
"2431","Weak Noise Approximation (theory)",473.696490104972
"2432","Weak Noise Approximation (theory)",470.156192848125
"2433","Weak Noise Approximation (theory)",477.570529774209
"2434","Weak Noise Approximation (theory)",502.239792230566
"2435","Weak Noise Approximation (theory)",456.625676456945
"2436","Weak Noise Approximation (theory)",499.752577901781
"2437","Weak Noise Approximation (theory)",571.601031402261
"2438","Weak Noise Approximation (theory)",498.858740023135
"2439","Weak Noise Approximation (theory)",491.699234612635
"2440","Weak Noise Approximation (theory)",441.1873993474
"2441","Weak Noise Approximation (theory)",498.385936023445
"2442","Weak Noise Approximation (theory)",429.389930652287
"2443","Weak Noise Approximation (theory)",503.232741755571
"2444","Weak Noise Approximation (theory)",478.322266270639
"2445","Weak Noise Approximation (theory)",485.861642812506
"2446","Weak Noise Approximation (theory)",544.243127173378
"2447","Weak Noise Approximation (theory)",466.667299297426
"2448","Weak Noise Approximation (theory)",519.747794397283
"2449","Weak Noise Approximation (theory)",500.30155668559
"2450","Weak Noise Approximation (theory)",511.765089310551
"2451","Weak Noise Approximation (theory)",513.252888528838
"2452","Weak Noise Approximation (theory)",540.870811208178
"2453","Weak Noise Approximation (theory)",448.554656617069
"2454","Weak Noise Approximation (theory)",477.230967035725
"2455","Weak Noise Approximation (theory)",525.116902753831
"2456","Weak Noise Approximation (theory)",453.121715120963
"2457","Weak Noise Approximation (theory)",485.434268856648
"2458","Weak Noise Approximation (theory)",504.63654711965
"2459","Weak Noise Approximation (theory)",450.536443882376
"2460","Weak Noise Approximation (theory)",532.787645064703
"2461","Weak Noise Approximation (theory)",527.567504281723
"2462","Weak Noise Approximation (theory)",466.789753561908
"2463","Weak Noise Approximation (theory)",488.929168936385
"2464","Weak Noise Approximation (theory)",483.2003583378
"2465","Weak Noise Approximation (theory)",508.38763364863
"2466","Weak Noise Approximation (theory)",507.427487762123
"2467","Weak Noise Approximation (theory)",506.045447713445
"2468","Weak Noise Approximation (theory)",543.284990132687
"2469","Weak Noise Approximation (theory)",489.730062002957
"2470","Weak Noise Approximation (theory)",528.538495189261
"2471","Weak Noise Approximation (theory)",557.95128689626
"2472","Weak Noise Approximation (theory)",509.49733022263
"2473","Weak Noise Approximation (theory)",482.61403401848
"2474","Weak Noise Approximation (theory)",529.543627866816
"2475","Weak Noise Approximation (theory)",536.884037824214
"2476","Weak Noise Approximation (theory)",517.308224230695
"2477","Weak Noise Approximation (theory)",526.990160416223
"2478","Weak Noise Approximation (theory)",496.543102157605
"2479","Weak Noise Approximation (theory)",474.454281639968
"2480","Weak Noise Approximation (theory)",523.374621384952
"2481","Weak Noise Approximation (theory)",517.177340480152
"2482","Weak Noise Approximation (theory)",455.391289148006
"2483","Weak Noise Approximation (theory)",481.311722099397
"2484","Weak Noise Approximation (theory)",493.030379502779
"2485","Weak Noise Approximation (theory)",470.102855779381
"2486","Weak Noise Approximation (theory)",507.129316619168
"2487","Weak Noise Approximation (theory)",534.993429359621
"2488","Weak Noise Approximation (theory)",463.46270936664
"2489","Weak Noise Approximation (theory)",460.894455383177
"2490","Weak Noise Approximation (theory)",521.831394151277
"2491","Weak Noise Approximation (theory)",547.231400931558
"2492","Weak Noise Approximation (theory)",467.542379914163
"2493","Weak Noise Approximation (theory)",439.207315245919
"2494","Weak Noise Approximation (theory)",490.448686247611
"2495","Weak Noise Approximation (theory)",493.49685520395
"2496","Weak Noise Approximation (theory)",492.022554935966
"2497","Weak Noise Approximation (theory)",487.379961657454
"2498","Weak Noise Approximation (theory)",482.420838694696
"2499","Weak Noise Approximation (theory)",539.983305891998
"2500","Weak Noise Approximation (theory)",484.658260780294
"2501","Weak Noise Approximation (theory)",540.133138474201
"2502","Weak Noise Approximation (theory)",488.596276333578
"2503","Weak Noise Approximation (theory)",480.803777344076
"2504","Weak Noise Approximation (theory)",483.690588374465
"2505","Weak Noise Approximation (theory)",500.212605751788
"2506","Weak Noise Approximation (theory)",476.940155374837
"2507","Weak Noise Approximation (theory)",563.628813433335
"2508","Weak Noise Approximation (theory)",429.995317261913
"2509","Weak Noise Approximation (theory)",559.660140283788
"2510","Weak Noise Approximation (theory)",506.656989974041
"2511","Weak Noise Approximation (theory)",505.897062282465
"2512","Weak Noise Approximation (theory)",495.074613856153
"2513","Weak Noise Approximation (theory)",508.689755809095
"2514","Weak Noise Approximation (theory)",512.452265839642
"2515","Weak Noise Approximation (theory)",542.524384580822
"2516","Weak Noise Approximation (theory)",481.730821511416
"2517","Weak Noise Approximation (theory)",540.950971990497
"2518","Weak Noise Approximation (theory)",499.241945014958
"2519","Weak Noise Approximation (theory)",508.888699568724
"2520","Weak Noise Approximation (theory)",487.941090871311
"2521","Weak Noise Approximation (theory)",530.521547842772
"2522","Weak Noise Approximation (theory)",533.653069599472
"2523","Weak Noise Approximation (theory)",486.305934322766
"2524","Weak Noise Approximation (theory)",500.988069755496
"2525","Weak Noise Approximation (theory)",507.057620602588
"2526","Weak Noise Approximation (theory)",534.573390091847
"2527","Weak Noise Approximation (theory)",476.750665941241
"2528","Weak Noise Approximation (theory)",492.637564195004
"2529","Weak Noise Approximation (theory)",487.272835456063
"2530","Weak Noise Approximation (theory)",507.557168162223
"2531","Weak Noise Approximation (theory)",532.815005222116
"2532","Weak Noise Approximation (theory)",532.922707943094
"2533","Weak Noise Approximation (theory)",486.825414758663
"2534","Weak Noise Approximation (theory)",485.594639798521
"2535","Weak Noise Approximation (theory)",527.303157856961
"2536","Weak Noise Approximation (theory)",504.560263445266
"2537","Weak Noise Approximation (theory)",495.357420725284
"2538","Weak Noise Approximation (theory)",518.158706704661
"2539","Weak Noise Approximation (theory)",506.85837245778
"2540","Weak Noise Approximation (theory)",492.052168912818
"2541","Weak Noise Approximation (theory)",518.23553842944
"2542","Weak Noise Approximation (theory)",510.053922524654
"2543","Weak Noise Approximation (theory)",535.561406215694
"2544","Weak Noise Approximation (theory)",537.124649096713
"2545","Weak Noise Approximation (theory)",492.568215195127
"2546","Weak Noise Approximation (theory)",519.75667229526
"2547","Weak Noise Approximation (theory)",415.761763094126
"2548","Weak Noise Approximation (theory)",494.016722301496
"2549","Weak Noise Approximation (theory)",490.253279182526
"2550","Weak Noise Approximation (theory)",472.9766394367
"2551","Weak Noise Approximation (theory)",518.919456765464
"2552","Weak Noise Approximation (theory)",492.457453867997
"2553","Weak Noise Approximation (theory)",533.086505110031
"2554","Weak Noise Approximation (theory)",463.656580815608
"2555","Weak Noise Approximation (theory)",496.955204440764
"2556","Weak Noise Approximation (theory)",571.711873736073
"2557","Weak Noise Approximation (theory)",447.839347994938
"2558","Weak Noise Approximation (theory)",488.685270525995
"2559","Weak Noise Approximation (theory)",471.231233539576
"2560","Weak Noise Approximation (theory)",542.103754852415
"2561","Weak Noise Approximation (theory)",528.827403499182
"2562","Weak Noise Approximation (theory)",519.085437901872
"2563","Weak Noise Approximation (theory)",441.144267699458
"2564","Weak Noise Approximation (theory)",499.773831570218
"2565","Weak Noise Approximation (theory)",435.267253615339
"2566","Weak Noise Approximation (theory)",467.87736665115
"2567","Weak Noise Approximation (theory)",492.41138080143
"2568","Weak Noise Approximation (theory)",483.330898496344
"2569","Weak Noise Approximation (theory)",481.061776306644
"2570","Weak Noise Approximation (theory)",472.537632844618
"2571","Weak Noise Approximation (theory)",479.486833179962
"2572","Weak Noise Approximation (theory)",519.80671576665
"2573","Weak Noise Approximation (theory)",446.103561351154
"2574","Weak Noise Approximation (theory)",477.982060317467
"2575","Weak Noise Approximation (theory)",462.724278493272
"2576","Weak Noise Approximation (theory)",495.633381014215
"2577","Weak Noise Approximation (theory)",484.82895610845
"2578","Weak Noise Approximation (theory)",518.115384220581
"2579","Weak Noise Approximation (theory)",519.762249638999
"2580","Weak Noise Approximation (theory)",490.454277484388
"2581","Weak Noise Approximation (theory)",494.142443973603
"2582","Weak Noise Approximation (theory)",509.417380371351
"2583","Weak Noise Approximation (theory)",441.439326338283
"2584","Weak Noise Approximation (theory)",558.213241393148
"2585","Weak Noise Approximation (theory)",490.691995479556
"2586","Weak Noise Approximation (theory)",455.658859898648
"2587","Weak Noise Approximation (theory)",538.768646763665
"2588","Weak Noise Approximation (theory)",544.886156786053
"2589","Weak Noise Approximation (theory)",490.812690376854
"2590","Weak Noise Approximation (theory)",435.893421968549
"2591","Weak Noise Approximation (theory)",455.278125048052
"2592","Weak Noise Approximation (theory)",499.311371325457
"2593","Weak Noise Approximation (theory)",438.0364871798
"2594","Weak Noise Approximation (theory)",481.712481028315
"2595","Weak Noise Approximation (theory)",464.253488817211
"2596","Weak Noise Approximation (theory)",554.634723724742
"2597","Weak Noise Approximation (theory)",480.572161034371
"2598","Weak Noise Approximation (theory)",500.737774888626
"2599","Weak Noise Approximation (theory)",539.125040795454
"2600","Weak Noise Approximation (theory)",541.675468883835
"2601","Weak Noise Approximation (theory)",515.828862590963
"2602","Weak Noise Approximation (theory)",504.864537749209
"2603","Weak Noise Approximation (theory)",488.445725469846
"2604","Weak Noise Approximation (theory)",553.837617060535
"2605","Weak Noise Approximation (theory)",513.087862759175
"2606","Weak Noise Approximation (theory)",469.447415550633
"2607","Weak Noise Approximation (theory)",489.904462736988
"2608","Weak Noise Approximation (theory)",466.725253619649
"2609","Weak Noise Approximation (theory)",524.594385377615
"2610","Weak Noise Approximation (theory)",524.034338576931
"2611","Weak Noise Approximation (theory)",494.438773462599
"2612","Weak Noise Approximation (theory)",515.006114692608
"2613","Weak Noise Approximation (theory)",451.404461520846
"2614","Weak Noise Approximation (theory)",462.691901054866
"2615","Weak Noise Approximation (theory)",532.070310985295
"2616","Weak Noise Approximation (theory)",508.78669531377
"2617","Weak Noise Approximation (theory)",485.483286061964
"2618","Weak Noise Approximation (theory)",548.067090809817
"2619","Weak Noise Approximation (theory)",574.210544583469
"2620","Weak Noise Approximation (theory)",525.100938858762
"2621","Weak Noise Approximation (theory)",536.47892536465
"2622","Weak Noise Approximation (theory)",558.802563508092
"2623","Weak Noise Approximation (theory)",514.146221224925
"2624","Weak Noise Approximation (theory)",445.852440603684
"2625","Weak Noise Approximation (theory)",558.457498437419
"2626","Weak Noise Approximation (theory)",468.392085659638
"2627","Weak Noise Approximation (theory)",547.025618522763
"2628","Weak Noise Approximation (theory)",539.279158265061
"2629","Weak Noise Approximation (theory)",499.05683688326
"2630","Weak Noise Approximation (theory)",515.461158798456
"2631","Weak Noise Approximation (theory)",472.516901402246
"2632","Weak Noise Approximation (theory)",558.976179024918
"2633","Weak Noise Approximation (theory)",510.662127413594
"2634","Weak Noise Approximation (theory)",482.934136685561
"2635","Weak Noise Approximation (theory)",500.624350301436
"2636","Weak Noise Approximation (theory)",516.651043903929
"2637","Weak Noise Approximation (theory)",399.382698538459
"2638","Weak Noise Approximation (theory)",494.074012586068
"2639","Weak Noise Approximation (theory)",518.970689850056
"2640","Weak Noise Approximation (theory)",529.805011572916
"2641","Weak Noise Approximation (theory)",535.329743189501
"2642","Weak Noise Approximation (theory)",535.822410203181
"2643","Weak Noise Approximation (theory)",459.6629697438
"2644","Weak Noise Approximation (theory)",504.862057524488
"2645","Weak Noise Approximation (theory)",518.747289817449
"2646","Weak Noise Approximation (theory)",550.393550843902
"2647","Weak Noise Approximation (theory)",520.722181688759
"2648","Weak Noise Approximation (theory)",477.279289689244
"2649","Weak Noise Approximation (theory)",511.356467983783
"2650","Weak Noise Approximation (theory)",463.848319313138
"2651","Weak Noise Approximation (theory)",493.969008837361
"2652","Weak Noise Approximation (theory)",503.765796925025
"2653","Weak Noise Approximation (theory)",491.4595224348
"2654","Weak Noise Approximation (theory)",541.692438370933
"2655","Weak Noise Approximation (theory)",454.049571264623
"2656","Weak Noise Approximation (theory)",521.303058353719
"2657","Weak Noise Approximation (theory)",491.774767338812
"2658","Weak Noise Approximation (theory)",553.847155849411
"2659","Weak Noise Approximation (theory)",472.969469214497
"2660","Weak Noise Approximation (theory)",454.288565662942
"2661","Weak Noise Approximation (theory)",517.130938785929
"2662","Weak Noise Approximation (theory)",515.79017312154
"2663","Weak Noise Approximation (theory)",458.646430265739
"2664","Weak Noise Approximation (theory)",529.34987340063
"2665","Weak Noise Approximation (theory)",542.420734437346
"2666","Weak Noise Approximation (theory)",492.637556127256
"2667","Weak Noise Approximation (theory)",532.553129821362
"2668","Weak Noise Approximation (theory)",458.954116554796
"2669","Weak Noise Approximation (theory)",515.478251795361
"2670","Weak Noise Approximation (theory)",508.044336754308
"2671","Weak Noise Approximation (theory)",494.310809122499
"2672","Weak Noise Approximation (theory)",471.68287746978
"2673","Weak Noise Approximation (theory)",509.66779945764
"2674","Weak Noise Approximation (theory)",478.387866425987
"2675","Weak Noise Approximation (theory)",492.359048527812
"2676","Weak Noise Approximation (theory)",442.744447749699
"2677","Weak Noise Approximation (theory)",448.000786232588
"2678","Weak Noise Approximation (theory)",548.560085589931
"2679","Weak Noise Approximation (theory)",510.527123811837
"2680","Weak Noise Approximation (theory)",543.904587203981
"2681","Weak Noise Approximation (theory)",526.938752431221
"2682","Weak Noise Approximation (theory)",481.348822318646
"2683","Weak Noise Approximation (theory)",503.031596595771
"2684","Weak Noise Approximation (theory)",505.877106399527
"2685","Weak Noise Approximation (theory)",432.855750915993
"2686","Weak Noise Approximation (theory)",494.84701937454
"2687","Weak Noise Approximation (theory)",496.187649758716
"2688","Weak Noise Approximation (theory)",524.774945643967
"2689","Weak Noise Approximation (theory)",452.579611038927
"2690","Weak Noise Approximation (theory)",529.640427456404
"2691","Weak Noise Approximation (theory)",526.754152116514
"2692","Weak Noise Approximation (theory)",487.830665143188
"2693","Weak Noise Approximation (theory)",534.271276372375
"2694","Weak Noise Approximation (theory)",469.254911172754
"2695","Weak Noise Approximation (theory)",532.296239726513
"2696","Weak Noise Approximation (theory)",513.621171826928
"2697","Weak Noise Approximation (theory)",474.753193612629
"2698","Weak Noise Approximation (theory)",500.133295804436
"2699","Weak Noise Approximation (theory)",473.485158495603
"2700","Weak Noise Approximation (theory)",436.090001921628
"2701","Weak Noise Approximation (theory)",522.242199584452
"2702","Weak Noise Approximation (theory)",443.416674006369
"2703","Weak Noise Approximation (theory)",480.639106698349
"2704","Weak Noise Approximation (theory)",500.779119319328
"2705","Weak Noise Approximation (theory)",468.119195722779
"2706","Weak Noise Approximation (theory)",535.260029263365
"2707","Weak Noise Approximation (theory)",563.591756809858
"2708","Weak Noise Approximation (theory)",509.548164817374
"2709","Weak Noise Approximation (theory)",496.810305565814
"2710","Weak Noise Approximation (theory)",526.186218209057
"2711","Weak Noise Approximation (theory)",495.243459399749
"2712","Weak Noise Approximation (theory)",500.189396711445
"2713","Weak Noise Approximation (theory)",546.171243191886
"2714","Weak Noise Approximation (theory)",493.827975891738
"2715","Weak Noise Approximation (theory)",566.676707942264
"2716","Weak Noise Approximation (theory)",487.1466690782
"2717","Weak Noise Approximation (theory)",509.12706217892
"2718","Weak Noise Approximation (theory)",449.733758991942
"2719","Weak Noise Approximation (theory)",499.319223536191
"2720","Weak Noise Approximation (theory)",524.269949356999
"2721","Weak Noise Approximation (theory)",493.259109250695
"2722","Weak Noise Approximation (theory)",466.403372033893
"2723","Weak Noise Approximation (theory)",506.950710325213
"2724","Weak Noise Approximation (theory)",478.945914241917
"2725","Weak Noise Approximation (theory)",532.068086634798
"2726","Weak Noise Approximation (theory)",552.085164461792
"2727","Weak Noise Approximation (theory)",567.431208006691
"2728","Weak Noise Approximation (theory)",474.478993885736
"2729","Weak Noise Approximation (theory)",473.487074935817
"2730","Weak Noise Approximation (theory)",485.978349657875
"2731","Weak Noise Approximation (theory)",501.199842109907
"2732","Weak Noise Approximation (theory)",453.682613558989
"2733","Weak Noise Approximation (theory)",509.575959389091
"2734","Weak Noise Approximation (theory)",466.716004512372
"2735","Weak Noise Approximation (theory)",536.167584197713
"2736","Weak Noise Approximation (theory)",542.811446429206
"2737","Weak Noise Approximation (theory)",497.439105469711
"2738","Weak Noise Approximation (theory)",553.074764328716
"2739","Weak Noise Approximation (theory)",456.679794871079
"2740","Weak Noise Approximation (theory)",506.43272585309
"2741","Weak Noise Approximation (theory)",465.325256951731
"2742","Weak Noise Approximation (theory)",430.009119732118
"2743","Weak Noise Approximation (theory)",468.975401636891
"2744","Weak Noise Approximation (theory)",477.273545037383
"2745","Weak Noise Approximation (theory)",548.763773726784
"2746","Weak Noise Approximation (theory)",493.33271202713
"2747","Weak Noise Approximation (theory)",505.689311351006
"2748","Weak Noise Approximation (theory)",547.205064301393
"2749","Weak Noise Approximation (theory)",510.719219949702
"2750","Weak Noise Approximation (theory)",484.511580955161
"2751","Weak Noise Approximation (theory)",467.071831828738
"2752","Weak Noise Approximation (theory)",510.645972558362
"2753","Weak Noise Approximation (theory)",500.161947668235
"2754","Weak Noise Approximation (theory)",545.856332810544
"2755","Weak Noise Approximation (theory)",502.021116745618
"2756","Weak Noise Approximation (theory)",547.805389532097
"2757","Weak Noise Approximation (theory)",555.043885269865
"2758","Weak Noise Approximation (theory)",480.022872994682
"2759","Weak Noise Approximation (theory)",522.821720303481
"2760","Weak Noise Approximation (theory)",460.068284101325
"2761","Weak Noise Approximation (theory)",461.112582751091
"2762","Weak Noise Approximation (theory)",523.946402777956
"2763","Weak Noise Approximation (theory)",511.623968855982
"2764","Weak Noise Approximation (theory)",542.89865782772
"2765","Weak Noise Approximation (theory)",488.952878234226
"2766","Weak Noise Approximation (theory)",530.847063173015
"2767","Weak Noise Approximation (theory)",482.169030975453
"2768","Weak Noise Approximation (theory)",478.368344740425
"2769","Weak Noise Approximation (theory)",542.591103559482
"2770","Weak Noise Approximation (theory)",502.469661128191
"2771","Weak Noise Approximation (theory)",550.043134596634
"2772","Weak Noise Approximation (theory)",475.217853118805
"2773","Weak Noise Approximation (theory)",506.311515357858
"2774","Weak Noise Approximation (theory)",566.024630476751
"2775","Weak Noise Approximation (theory)",512.130645237631
"2776","Weak Noise Approximation (theory)",513.791550502673
"2777","Weak Noise Approximation (theory)",518.819545341188
"2778","Weak Noise Approximation (theory)",505.882622348146
"2779","Weak Noise Approximation (theory)",477.461071567996
"2780","Weak Noise Approximation (theory)",514.558511291193
"2781","Weak Noise Approximation (theory)",494.169789776558
"2782","Weak Noise Approximation (theory)",430.132288739725
"2783","Weak Noise Approximation (theory)",480.849944309017
"2784","Weak Noise Approximation (theory)",501.260084765689
"2785","Weak Noise Approximation (theory)",583.962074250738
"2786","Weak Noise Approximation (theory)",471.082122743773
"2787","Weak Noise Approximation (theory)",477.701824587375
"2788","Weak Noise Approximation (theory)",485.754281788628
"2789","Weak Noise Approximation (theory)",526.860849595941
"2790","Weak Noise Approximation (theory)",529.098200295074
"2791","Weak Noise Approximation (theory)",473.000601442067
"2792","Weak Noise Approximation (theory)",536.007589293244
"2793","Weak Noise Approximation (theory)",475.844806284047
"2794","Weak Noise Approximation (theory)",470.484442992188
"2795","Weak Noise Approximation (theory)",454.847929796136
"2796","Weak Noise Approximation (theory)",477.925748043335
"2797","Weak Noise Approximation (theory)",526.798183619455
"2798","Weak Noise Approximation (theory)",520.039865380644
"2799","Weak Noise Approximation (theory)",517.270777351565
"2800","Weak Noise Approximation (theory)",472.592194730955
"2801","Weak Noise Approximation (theory)",545.981826939579
"2802","Weak Noise Approximation (theory)",499.046345322415
"2803","Weak Noise Approximation (theory)",512.299678693801
"2804","Weak Noise Approximation (theory)",483.995142440061
"2805","Weak Noise Approximation (theory)",523.02958289282
"2806","Weak Noise Approximation (theory)",507.503832210343
"2807","Weak Noise Approximation (theory)",463.205388401942
"2808","Weak Noise Approximation (theory)",491.16112278754
"2809","Weak Noise Approximation (theory)",509.573821546137
"2810","Weak Noise Approximation (theory)",482.336404376388
"2811","Weak Noise Approximation (theory)",461.060963820086
"2812","Weak Noise Approximation (theory)",466.937251701107
"2813","Weak Noise Approximation (theory)",416.002158613732
"2814","Weak Noise Approximation (theory)",491.942328363705
"2815","Weak Noise Approximation (theory)",524.584099657192
"2816","Weak Noise Approximation (theory)",536.575619587732
"2817","Weak Noise Approximation (theory)",532.295162123054
"2818","Weak Noise Approximation (theory)",474.014345162073
"2819","Weak Noise Approximation (theory)",507.421941166808
"2820","Weak Noise Approximation (theory)",479.426194232058
"2821","Weak Noise Approximation (theory)",527.791089392426
"2822","Weak Noise Approximation (theory)",493.536359950732
"2823","Weak Noise Approximation (theory)",451.275729599073
"2824","Weak Noise Approximation (theory)",471.790435215468
"2825","Weak Noise Approximation (theory)",487.073036177382
"2826","Weak Noise Approximation (theory)",507.898336128837
"2827","Weak Noise Approximation (theory)",497.032934554749
"2828","Weak Noise Approximation (theory)",467.254626512693
"2829","Weak Noise Approximation (theory)",579.88615695671
"2830","Weak Noise Approximation (theory)",480.224728892222
"2831","Weak Noise Approximation (theory)",567.555071331374
"2832","Weak Noise Approximation (theory)",556.2662436009
"2833","Weak Noise Approximation (theory)",522.139215013852
"2834","Weak Noise Approximation (theory)",508.361314598173
"2835","Weak Noise Approximation (theory)",554.895387320736
"2836","Weak Noise Approximation (theory)",511.416060250565
"2837","Weak Noise Approximation (theory)",537.007229481484
"2838","Weak Noise Approximation (theory)",514.211276387202
"2839","Weak Noise Approximation (theory)",589.553013365188
"2840","Weak Noise Approximation (theory)",517.252996575812
"2841","Weak Noise Approximation (theory)",543.750066632817
"2842","Weak Noise Approximation (theory)",512.961973985494
"2843","Weak Noise Approximation (theory)",456.163034302651
"2844","Weak Noise Approximation (theory)",522.574378191884
"2845","Weak Noise Approximation (theory)",460.260014698915
"2846","Weak Noise Approximation (theory)",529.835076530708
"2847","Weak Noise Approximation (theory)",525.00127524525
"2848","Weak Noise Approximation (theory)",487.015813846058
"2849","Weak Noise Approximation (theory)",496.995133023591
"2850","Weak Noise Approximation (theory)",501.089534067219
